290,2016-01-05,中国是石油净进口国！国际原油价格下跌没击垮产油国，反倒是中国受不了了？
288,2016-01-11,据说，现在炒股的感受就是，被强奸了好几遍还舍不得下床，对方每次掏口袋都以为在掏钱，结果掏出个套子，按在床上又来一遍……最后忍无可忍，打电话报110！谁知道对方下床后穿上了警服，接个电话说“明白明白，我已到达现场。
281,2016-01-04,英雄所见略同
275,2016-01-08,肖钢确实没有能力。配资前意识不到风险，市场最脆弱的时候清理配资。减持前意识不到危害，大跌后想起来颁布减持规则，熔断间隔时间短，停的时间短。如此效果真是熔断效果啊。国家大事，如此外行，该下课了。
274,2016-01-07,机构游资利用股指期货做空股市已是无可辩白的事实，散户没法抗衡，一边倒的情况下哪有公平可言，强烈要求关停股指期货
272,2016-01-05,美国汽油价格现在每加仑2美元以内，合人民币每升不到3元人民币，政府也没干预，自由竞争，政府的油价税收里还包括修路的费用，很多高速公路免费，百姓受益，开放透明，人民受益，而不是人民掏钱利益集团受益。
270,2016-02-18,一位公募基金经理向《每日经济新闻》记者表示：“没了资金，基金经理如何管理？让客户赎回基金份额的行为无疑是砸自己的饭碗。”意思就是行情不好的时候也得忽悠客户继续持有基金份额，客户的钱难道都是大风刮来的？就为了你们丫这帮孙子的饭碗？
269,2016-01-05,问：为什么发改委从来不干违规的事？答：因为它们根据自己的需要去制订规则！
268,2016-01-04,今天股市指数真真切切反应了老百姓对正负的信任程度
267,2016-01-05,想开点，除非移民
266,2016-01-05,国外注册个公司把国内原油超低价卖出再高价卖到国内惯用手法
264,2016-01-11,其实上层己是完全没招了
259,2016-01-08,庸人、小丑式人物治国理政，简直就是误国误民。自个没有金刚钻，就主动让贤吧，给自己留点颜面！
259,2016-01-05,不能总是强调股市的融资功能，没有投资回报的市场定会走向自然毁灭
259,2016-01-07,这两次暴跌是政府搞的，你没有感觉到高层一直很稳定吗？做空的就是政府，原因有二点，一为养老金入场制造低点，二为国有银行与国外银行的联合抹平坏帐
258,2016-01-07,强烈要求投诉规则制定者赔偿损失！！！
254,2016-02-18,吕先生是有节操的，是有诚信的，是值得信赖的，而兴业因此处罚他，呵呵哒！......兴业真的很笨！
252,2016-01-05,我就想知道国际油价上100了怎么办？
251,2016-01-08,三年处心积虑搞垮市场，是境外敌对势力的潜伏中国的间谍。
247,2016-01-11,责在肖钢，强烈要求肖钢下课，滚蛋
240,2016-01-04,中国股市就是大佬们的圈钱游戏，自定政策自我享受，哪有什么融资发展实体经济的动机，说明了就是“合法”的集资诈骗。
240,2016-01-09,一群酒囊饭袋提拔另一群酒囊饭袋
235,2016-01-04,我认为熔断机制是脑子里装屎的人想出来的！
235,2016-01-07,完全是人祸，谁该担责，一下损失几千亿
233,2016-01-07,面对万亿资本血本无归，仍然稳坐钓台、无动于衷；足够冷漠、足够残忍！
232,2016-01-04,千股跌停辞旧岁，万人跳楼迎新年。横批：熔断机制！写得好，真实写照
230,2016-01-05,油霸，搞垄断国家怎么不打击？
229,2016-01-04,大盘5%---7%熔断时大多已是千股跌停了，此时熔断有什么用？？？一点意义都没有。管理者是猪脑。
228,2016-01-07,怪不得香港人怀念当年的英殖民管理了！我们的管理者猪一样的水平，只会忽悠国民，失信于国民！吃什么都有毒，用什么都有害！平民百姓样样都成鉴别专家！
226,2016-01-07,可以看出，中国的政策出台流程就是几个人关起门拍拍脑袋的事情，什么调研、压力测试，都是扯淡，一言堂呐
224,2016-01-08,某些相关部门就是想到哪做到哪，完全不计后果！既然黔驴技穷就趁早……………
224,2016-01-04,猪一样监管者，狼一样机构投资者，羊一样散户。
224,2016-01-04,哈哈哈，說得好！
224,2016-01-07,国家在做空，自导自演
223,2016-01-04,营造个人崇拜呢，这货！儿子在英国，闺女在美国！管我们这些屁民！三年来，老百姓一点好都没得到！
220,2016-01-05,高油价时，你要说这话我就佩服你。
219,2016-01-04,真伟大，一直在制造奇观吸引全球，就像那些情愿遗臭万年都要不择手段窜红网络的垃圾们。
218,2016-01-05,证监会～最大的做空者！
218,2016-01-07,短短半年时间中国股市已经被证监会弄出了三次大危机了，六月、八月、目前，每两个月一次，这难道就是国家要的新常态吗
218,2016-01-07,打仗，吓的象孙子，比如对钓鱼岛，经济，更是一群蠢猪充当指挥者，真是一代不如一代，真不知那么多歌功颂德的脸皮有多厚
216,2016-01-08,因为中国花了高价买了俄罗斯一批原油，现在国际油价下跌，中国就是不跌，把责任都转嫁给别人了，呵呵，神一样的市场经济
216,2016-01-04,中國股市暴跌需要原因嗎，呵呵
214,2016-01-05,这是一个需要鲁迅的时代！
214,2016-01-05,让“走私油”光明正大地进来，就不用设什么地板和天花板了。
211,2016-01-05,努力把孩子送出去
211,2016-01-07,明天照样开盘就是千股跌停，想逃都没门，我真想去跟证监会同归于尽了。
210,2016-01-04,无能的管理，畸形的规则，完全不用问责的制度，死的永远是股民
209,2016-01-07,这简直是打劫！
207,2016-01-09,丢人丢到国际社会了，代价7万亿！
205,2016-01-05,反正不要脸，反正不要负责，证j会也这吊样
203,2016-01-05,这个规则倒是也可以，建议以现在的价格为基准，上下一块钱浮动。就怕不要脸的乱定价。
201,2016-01-04,这都没啥，过几天一线城市房价暴跌那才是中国历史性时刻
201,2016-01-04,好的企业到股市融资，然后发展壮大回报投资者是正常的资本市场，而我们的是企业到股市来圈钱，而且还是圈了还想圈，不圈白不圈，至于回报投资者，没门。正常的资本市场是有进有出，我们的市场是只进不出，垃圾企业变个名堂又来骗钱。
200,2016-01-04,停盘的15分钟监管层干了什么?
200,2016-01-07,砸盘的是他们，请愿的也是他们，可恶的机构发现熔断让他们根本跑不出去
199,2016-01-04,不要每次错了都让股民来承担责任，建议恢复今天开盘前的状态，恢复开盘前的所有交易，还股民一次公道。
198,2016-01-05,大伙也许没注意到，中国还出口汽油，而且价格很低，低的超乎想象
196,2016-01-07,事实证明比腐败份子还笨
196,2016-01-08,本来就是脑积水行为，何来的赞！
195,2016-01-04,纯粹是奸臣当道，朝令夕改，祸害股民
193,2016-01-04,伪科学，伪专家害死人。
192,2016-01-08,中国股市不是某些人的试验田导致数万亿国家人民损失责任谁来负？
